Date,RegionID,RegionName,RegionType,StateName,Value,YoYChange
6/1/2023,394298,"Aberdeen, WA",msa,WA,1329.0432,0.060444
7/1/2023,394298,"Aberdeen, WA",msa,WA,1334.1398,0.057485
8/1/2023,394298,"Aberdeen, WA",msa,WA,1345.3192,0.047297
9/1/2023,394298,"Aberdeen, WA",msa,WA,1368.1805,0.061043
10/1/2023,394298,"Aberdeen, WA",msa,WA,1394.9554,0.076761
11/1/2023,394298,"Aberdeen, WA",msa,WA,1385.326,0.053887
12/1/2023,394298,"Aberdeen, WA",msa,WA,1367.2807,0.035434
1/1/2024,394298,"Aberdeen, WA",msa,WA,1356.3893,0.01747
2/1/2024,394298,"Aberdeen, WA",msa,WA,1378.0697,0.014485
3/1/2024,394298,"Aberdeen, WA",msa,WA,1420.192,0.048267
4/1/2024,394298,"Aberdeen, WA",msa,WA,1423.9158,0.061844
5/1/2024,394298,"Aberdeen, WA",msa,WA,1412.1965,0.071219
6/1/2024,394298,"Aberdeen, WA",msa,WA,1397.1503,0.051245
7/1/2024,394298,"Aberdeen, WA",msa,WA,1400.4101,0.049673
8/1/2024,394298,"Aberdeen, WA",msa,WA,1395.1111,0.037011
9/1/2024,394298,"Aberdeen, WA",msa,WA,1423.5507,0.04047
10/1/2024,394298,"Aberdeen, WA",msa,WA,1440.5185,0.032663
1/1/2016,394299,"Abilene, TX",msa,TX,815.344,0.022976
2/1/2016,394299,"Abilene, TX",msa,TX,816.1132,0.022919
3/1/2016,394299,"Abilene, TX",msa,TX,814.6746,0.021405
4/1/2016,394299,"Abilene, TX",msa,TX,821.3499,0.028626
5/1/2016,394299,"Abilene, TX",msa,TX,820.1748,0.015096
6/1/2016,394299,"Abilene, TX",msa,TX,827.1165,0.016634
7/1/2016,394299,"Abilene, TX",msa,TX,826.4117,0.012503
8/1/2016,394299,"Abilene, TX",msa,TX,826.1538,0.01648
9/1/2016,394299,"Abilene, TX",msa,TX,825.2504,0.016445
10/1/2016,394299,"Abilene, TX",msa,TX,825.3914,0.0168
11/1/2016,394299,"Abilene, TX",msa,TX,825.3492,0.012726
12/1/2016,394299,"Abilene, TX",msa,TX,821.2038,0.007345
1/1/2017,394299,"Abilene, TX",msa,TX,821.827,0.007951
2/1/2017,394299,"Abilene, TX",msa,TX,829.1505,0.015975
3/1/2017,394299,"Abilene, TX",msa,TX,842.2659,0.033868
4/1/2017,394299,"Abilene, TX",msa,TX,849.9839,0.034862
5/1/2017,394299,"Abilene, TX",msa,TX,858.3597,0.046557
6/1/2017,394299,"Abilene, TX",msa,TX,863.1225,0.043532
7/1/2017,394299,"Abilene, TX",msa,TX,862.54,0.043717
8/1/2017,394299,"Abilene, TX",msa,TX,860.2694,0.041295
9/1/2017,394299,"Abilene, TX",msa,TX,854.5987,0.035563
10/1/2017,394299,"Abilene, TX",msa,TX,858.2026,0.039752
11/1/2017,394299,"Abilene, TX",msa,TX,856.5579,0.037813
12/1/2017,394299,"Abilene, TX",msa,TX,863.4732,0.051472
1/1/2018,394299,"Abilene, TX",msa,TX,866.5877,0.054465
2/1/2018,394299,"Abilene, TX",msa,TX,873.3856,0.05335
3/1/2018,394299,"Abilene, TX",msa,TX,872.4173,0.035798
4/1/2018,394299,"Abilene, TX",msa,TX,874.7258,0.029109
5/1/2018,394299,"Abilene, TX",msa,TX,879.0544,0.02411
6/1/2018,394299,"Abilene, TX",msa,TX,889.6913,0.030782
7/1/2018,394299,"Abilene, TX",msa,TX,894.8639,0.037475
8/1/2018,394299,"Abilene, TX",msa,TX,896.0179,0.041555
9/1/2018,394299,"Abilene, TX",msa,TX,890.1159,0.04156
10/1/2018,394299,"Abilene, TX",msa,TX,887.3638,0.033979
11/1/2018,394299,"Abilene, TX",msa,TX,889.4777,0.038433
12/1/2018,394299,"Abilene, TX",msa,TX,897.8863,0.039854
1/1/2019,394299,"Abilene, TX",msa,TX,899.8173,0.038345
2/1/2019,394299,"Abilene, TX",msa,TX,900.5234,0.031072
3/1/2019,394299,"Abilene, TX",msa,TX,905.0837,0.037444
4/1/2019,394299,"Abilene, TX",msa,TX,912.4328,0.043107
5/1/2019,394299,"Abilene, TX",msa,TX,922.7177,0.049671
6/1/2019,394299,"Abilene, TX",msa,TX,927.5094,0.042507
7/1/2019,394299,"Abilene, TX",msa,TX,930.5281,0.039854
8/1/2019,394299,"Abilene, TX",msa,TX,930.1219,0.038062
9/1/2019,394299,"Abilene, TX",msa,TX,925.968,0.040278
10/1/2019,394299,"Abilene, TX",msa,TX,931.4201,0.049649
11/1/2019,394299,"Abilene, TX",msa,TX,930.2571,0.045847
12/1/2019,394299,"Abilene, TX",msa,TX,938.6126,0.045358
1/1/2020,394299,"Abilene, TX",msa,TX,935.6192,0.039788
2/1/2020,394299,"Abilene, TX",msa,TX,945.9306,0.050423
3/1/2020,394299,"Abilene, TX",msa,TX,949.7759,0.049379
4/1/2020,394299,"Abilene, TX",msa,TX,959.2333,0.051292
5/1/2020,394299,"Abilene, TX",msa,TX,958.4083,0.03868
6/1/2020,394299,"Abilene, TX",msa,TX,966.6954,0.042249
7/1/2020,394299,"Abilene, TX",msa,TX,973.0454,0.045692
8/1/2020,394299,"Abilene, TX",msa,TX,981.6788,0.05543
9/1/2020,394299,"Abilene, TX",msa,TX,982.9714,0.061561
10/1/2020,394299,"Abilene, TX",msa,TX,988.0968,0.06085
11/1/2020,394299,"Abilene, TX",msa,TX,993.2649,0.067732
12/1/2020,394299,"Abilene, TX",msa,TX,1000.4629,0.065895
1/1/2021,394299,"Abilene, TX",msa,TX,1009.1951,0.078639
2/1/2021,394299,"Abilene, TX",msa,TX,1012.3757,0.070243
3/1/2021,394299,"Abilene, TX",msa,TX,1023.9054,0.078049
4/1/2021,394299,"Abilene, TX",msa,TX,1027.0215,0.070669
5/1/2021,394299,"Abilene, TX",msa,TX,1038.2351,0.083291
6/1/2021,394299,"Abilene, TX",msa,TX,1039.8192,0.075643
7/1/2021,394299,"Abilene, TX",msa,TX,1054.561,0.083774
8/1/2021,394299,"Abilene, TX",msa,TX,1074.0845,0.09413
9/1/2021,394299,"Abilene, TX",msa,TX,1091.1864,0.11009
10/1/2021,394299,"Abilene, TX",msa,TX,1105.4533,0.11877
11/1/2021,394299,"Abilene, TX",msa,TX,1104.6053,0.112095
12/1/2021,394299,"Abilene, TX",msa,TX,1092.8682,0.092363
1/1/2022,394299,"Abilene, TX",msa,TX,1082.3462,0.072485
2/1/2022,394299,"Abilene, TX",msa,TX,1087.5976,0.074302
3/1/2022,394299,"Abilene, TX",msa,TX,1107.0458,0.081199
4/1/2022,394299,"Abilene, TX",msa,TX,1128.7898,0.099091
5/1/2022,394299,"Abilene, TX",msa,TX,1143.3931,0.101285
6/1/2022,394299,"Abilene, TX",msa,TX,1154.4198,0.110212
7/1/2022,394299,"Abilene, TX",msa,TX,1159.2376,0.099261
8/1/2022,394299,"Abilene, TX",msa,TX,1173.7878,0.092826
9/1/2022,394299,"Abilene, TX",msa,TX,1183.703,0.084785
10/1/2022,394299,"Abilene, TX",msa,TX,1182.6731,0.069853
11/1/2022,394299,"Abilene, TX",msa,TX,1180.8689,0.069042
12/1/2022,394299,"Abilene, TX",msa,TX,1176.6411,0.076654
1/1/2023,394299,"Abilene, TX",msa,TX,1178.289,0.088643
2/1/2023,394299,"Abilene, TX",msa,TX,1182.4429,0.087206
3/1/2023,394299,"Abilene, TX",msa,TX,1196.0969,0.08044
4/1/2023,394299,"Abilene, TX",msa,TX,1213.693,0.075216
5/1/2023,394299,"Abilene, TX",msa,TX,1212.504,0.060444
6/1/2023,394299,"Abilene, TX",msa,TX,1218.0841,0.055148
7/1/2023,394299,"Abilene, TX",msa,TX,1217.4412,0.050209
8/1/2023,394299,"Abilene, TX",msa,TX,1222.4538,0.041461
9/1/2023,394299,"Abilene, TX",msa,TX,1226.5097,0.036163
10/1/2023,394299,"Abilene, TX",msa,TX,1229.3175,0.03944
11/1/2023,394299,"Abilene, TX",msa,TX,1225.4617,0.037763
12/1/2023,394299,"Abilene, TX",msa,TX,1215.3254,0.032877
1/1/2024,394299,"Abilene, TX",msa,TX,1212.2942,0.02886
2/1/2024,394299,"Abilene, TX",msa,TX,1210.9482,0.024107
3/1/2024,394299,"Abilene, TX",msa,TX,1215.9881,0.01663
4/1/2024,394299,"Abilene, TX",msa,TX,1234.4161,0.017074
5/1/2024,394299,"Abilene, TX",msa,TX,1245.0881,0.026873
6/1/2024,394299,"Abilene, TX",msa,TX,1254.4704,0.029872
7/1/2024,394299,"Abilene, TX",msa,TX,1253.3968,0.029534
8/1/2024,394299,"Abilene, TX",msa,TX,1270.0871,0.038965
9/1/2024,394299,"Abilene, TX",msa,TX,1273.3829,0.038217
10/1/2024,394299,"Abilene, TX",msa,TX,1278.4228,0.039945
8/1/2023,394300,"Ada, OK",msa,OK,1101.3123,0.075286
9/1/2023,394300,"Ada, OK",msa,OK,1092.1488,0.089886
10/1/2023,394300,"Ada, OK",msa,OK,1068.8454,0.076209
11/1/2023,394300,"Ada, OK",msa,OK,1051.3401,0.053321
12/1/2023,394300,"Ada, OK",msa,OK,1047.1061,0.043889
1/1/2024,394300,"Ada, OK",msa,OK,1046.4786,0.03166
2/1/2024,394300,"Ada, OK",msa,OK,1082.6303,0.03314
3/1/2024,394300,"Ada, OK",msa,OK,1126.8173,0.086508
4/1/2024,394300,"Ada, OK",msa,OK,1149.8846,0.098922
5/1/2024,394300,"Ada, OK",msa,OK,1131.4124,0.069326
6/1/2024,394300,"Ada, OK",msa,OK,1127.1069,0.05433
7/1/2024,394300,"Ada, OK",msa,OK,1131.2648,0.037336
8/1/2024,394300,"Ada, OK",msa,OK,1165.6327,0.058403
9/1/2024,394300,"Ada, OK",msa,OK,1168.4409,0.069855
10/1/2024,394300,"Ada, OK",msa,OK,1177.2222,0.101396
1/1/2016,394304,"Akron, OH",msa,OH,780.5252,0.038466
2/1/2016,394304,"Akron, OH",msa,OH,782.8871,0.035521
3/1/2016,394304,"Akron, OH",msa,OH,777.0909,0.022975
4/1/2016,394304,"Akron, OH",msa,OH,778.0667,0.019466
5/1/2016,394304,"Akron, OH",msa,OH,783.1051,0.022568
6/1/2016,394304,"Akron, OH",msa,OH,793.7597,0.025398
7/1/2016,394304,"Akron, OH",msa,OH,797.3483,0.019213
8/1/2016,394304,"Akron, OH",msa,OH,795.6091,0.015733
9/1/2016,394304,"Akron, OH",msa,OH,792.6772,0.018843
10/1/2016,394304,"Akron, OH",msa,OH,793.8316,0.021679
11/1/2016,394304,"Akron, OH",msa,OH,794.0862,0.026821
12/1/2016,394304,"Akron, OH",msa,OH,793.7926,0.019426
1/1/2017,394304,"Akron, OH",msa,OH,792.8188,0.01575
2/1/2017,394304,"Akron, OH",msa,OH,799.4318,0.021133
3/1/2017,394304,"Akron, OH",msa,OH,805.9948,0.037195
4/1/2017,394304,"Akron, OH",msa,OH,812.7945,0.044633
5/1/2017,394304,"Akron, OH",msa,OH,816.6554,0.042843
6/1/2017,394304,"Akron, OH",msa,OH,820.4502,0.033625
7/1/2017,394304,"Akron, OH",msa,OH,824.2453,0.033733
8/1/2017,394304,"Akron, OH",msa,OH,822.4479,0.033734
9/1/2017,394304,"Akron, OH",msa,OH,819.2968,0.033582
10/1/2017,394304,"Akron, OH",msa,OH,816.4293,0.028467
11/1/2017,394304,"Akron, OH",msa,OH,813.9084,0.024962
12/1/2017,394304,"Akron, OH",msa,OH,815.9363,0.027896
1/1/2018,394304,"Akron, OH",msa,OH,818.4313,0.032306
2/1/2018,394304,"Akron, OH",msa,OH,823.092,0.029596
3/1/2018,394304,"Akron, OH",msa,OH,827.994,0.027294
4/1/2018,394304,"Akron, OH",msa,OH,832.1612,0.023827
5/1/2018,394304,"Akron, OH",msa,OH,831.9755,0.01876
6/1/2018,394304,"Akron, OH",msa,OH,834.1411,0.016687
7/1/2018,394304,"Akron, OH",msa,OH,834.3737,0.012288
8/1/2018,394304,"Akron, OH",msa,OH,835.912,0.016371
9/1/2018,394304,"Akron, OH",msa,OH,834.9017,0.019047
10/1/2018,394304,"Akron, OH",msa,OH,833.6667,0.021113
11/1/2018,394304,"Akron, OH",msa,OH,836.0726,0.027232
12/1/2018,394304,"Akron, OH",msa,OH,837.9843,0.027022
1/1/2019,394304,"Akron, OH",msa,OH,844.3756,0.0317
2/1/2019,394304,"Akron, OH",msa,OH,848.5117,0.030883
3/1/2019,394304,"Akron, OH",msa,OH,859.3778,0.037903
4/1/2019,394304,"Akron, OH",msa,OH,861.4885,0.035242
5/1/2019,394304,"Akron, OH",msa,OH,868.3816,0.043759
6/1/2019,394304,"Akron, OH",msa,OH,868.6356,0.041353
7/1/2019,394304,"Akron, OH",msa,OH,872.159,0.045286
8/1/2019,394304,"Akron, OH",msa,OH,875.3021,0.047122
9/1/2019,394304,"Akron, OH",msa,OH,873.3543,0.046056
10/1/2019,394304,"Akron, OH",msa,OH,874.9053,0.049467
11/1/2019,394304,"Akron, OH",msa,OH,872.199,0.04321
12/1/2019,394304,"Akron, OH",msa,OH,872.5916,0.041298
1/1/2020,394304,"Akron, OH",msa,OH,874.845,0.036085
2/1/2020,394304,"Akron, OH",msa,OH,876.3675,0.032829
3/1/2020,394304,"Akron, OH",msa,OH,888.1876,0.033524
4/1/2020,394304,"Akron, OH",msa,OH,897.768,0.042113
5/1/2020,394304,"Akron, OH",msa,OH,910.7923,0.048839
6/1/2020,394304,"Akron, OH",msa,OH,914.3174,0.05259
7/1/2020,394304,"Akron, OH",msa,OH,918.8711,0.053559
8/1/2020,394304,"Akron, OH",msa,OH,919.5373,0.050537
9/1/2020,394304,"Akron, OH",msa,OH,917.7255,0.050806
10/1/2020,394304,"Akron, OH",msa,OH,919.763,0.051271
11/1/2020,394304,"Akron, OH",msa,OH,922.9946,0.058239
12/1/2020,394304,"Akron, OH",msa,OH,934.9797,0.071497
1/1/2021,394304,"Akron, OH",msa,OH,943.2197,0.078156
2/1/2021,394304,"Akron, OH",msa,OH,952.2862,0.086629
3/1/2021,394304,"Akron, OH",msa,OH,954.2799,0.074413
4/1/2021,394304,"Akron, OH",msa,OH,965.6422,0.075603
5/1/2021,394304,"Akron, OH",msa,OH,983.1967,0.079496
6/1/2021,394304,"Akron, OH",msa,OH,1002.3517,0.096284
7/1/2021,394304,"Akron, OH",msa,OH,1012.0956,0.101455
8/1/2021,394304,"Akron, OH",msa,OH,1022.8141,0.112314
9/1/2021,394304,"Akron, OH",msa,OH,1027.0532,0.119129
10/1/2021,394304,"Akron, OH",msa,OH,1031.1882,0.121146
11/1/2021,394304,"Akron, OH",msa,OH,1035.7285,0.122139
12/1/2021,394304,"Akron, OH",msa,OH,1038.8138,0.111055
1/1/2022,394304,"Akron, OH",msa,OH,1041.0918,0.103764
2/1/2022,394304,"Akron, OH",msa,OH,1050.1813,0.1028
3/1/2022,394304,"Akron, OH",msa,OH,1064.3335,0.115326
4/1/2022,394304,"Akron, OH",msa,OH,1087.7624,0.126465
5/1/2022,394304,"Akron, OH",msa,OH,1096.2826,0.115019
6/1/2022,394304,"Akron, OH",msa,OH,1117.3574,0.114736
7/1/2022,394304,"Akron, OH",msa,OH,1124.464,0.111025
8/1/2022,394304,"Akron, OH",msa,OH,1133.9562,0.108663
9/1/2022,394304,"Akron, OH",msa,OH,1135.4445,0.105536
10/1/2022,394304,"Akron, OH",msa,OH,1139.8403,0.105366
11/1/2022,394304,"Akron, OH",msa,OH,1143.1611,0.103727
12/1/2022,394304,"Akron, OH",msa,OH,1148.5258,0.105613
1/1/2023,394304,"Akron, OH",msa,OH,1151.3332,0.10589
2/1/2023,394304,"Akron, OH",msa,OH,1150.9534,0.095957
3/1/2023,394304,"Akron, OH",msa,OH,1151.378,0.081783
4/1/2023,394304,"Akron, OH",msa,OH,1163.1899,0.069342
5/1/2023,394304,"Akron, OH",msa,OH,1179.7142,0.076104
6/1/2023,394304,"Akron, OH",msa,OH,1193.5653,0.068204
7/1/2023,394304,"Akron, OH",msa,OH,1202.3102,0.06923
8/1/2023,394304,"Akron, OH",msa,OH,1208.314,0.065574
9/1/2023,394304,"Akron, OH",msa,OH,1212.4732,0.06784
10/1/2023,394304,"Akron, OH",msa,OH,1210.8403,0.062289
11/1/2023,394304,"Akron, OH",msa,OH,1210.2747,0.058709
12/1/2023,394304,"Akron, OH",msa,OH,1215.9453,0.058701
1/1/2024,394304,"Akron, OH",msa,OH,1228.93,0.067397
2/1/2024,394304,"Akron, OH",msa,OH,1238.5511,0.076109
3/1/2024,394304,"Akron, OH",msa,OH,1235.0759,0.072694
4/1/2024,394304,"Akron, OH",msa,OH,1232.8041,0.059848
5/1/2024,394304,"Akron, OH",msa,OH,1241.9819,0.052782
6/1/2024,394304,"Akron, OH",msa,OH,1262.6823,0.057908
7/1/2024,394304,"Akron, OH",msa,OH,1277.9772,0.062935
8/1/2024,394304,"Akron, OH",msa,OH,1284.5802,0.063118
9/1/2024,394304,"Akron, OH",msa,OH,1282.9163,0.058099
10/1/2024,394304,"Akron, OH",msa,OH,1287.3394,0.063179
5/1/2023,394305,"Alamogordo, NM",msa,NM,1309.7666,0.006214
6/1/2023,394305,"Alamogordo, NM",msa,NM,1316.3981,0.017976
7/1/2023,394305,"Alamogordo, NM",msa,NM,1328.9411,0.039531
8/1/2023,394305,"Alamogordo, NM",msa,NM,1335.2062,0.061941
9/1/2023,394305,"Alamogordo, NM",msa,NM,1332.3322,0.037743
10/1/2023,394305,"Alamogordo, NM",msa,NM,1349.2054,0.042138
11/1/2023,394305,"Alamogordo, NM",msa,NM,1338.6283,0.021136
12/1/2023,394305,"Alamogordo, NM",msa,NM,1346.3521,0.015387
1/1/2024,394305,"Alamogordo, NM",msa,NM,1350.265,0.030102
2/1/2024,394305,"Alamogordo, NM",msa,NM,1371.6704,0.032034
3/1/2024,394305,"Alamogordo, NM",msa,NM,1363.2972,0.030773
4/1/2024,394305,"Alamogordo, NM",msa,NM,1369.5412,0.035307
5/1/2024,394305,"Alamogordo, NM",msa,NM,1381.2186,0.054553
6/1/2024,394305,"Alamogordo, NM",msa,NM,1398.6327,0.062469
7/1/2024,394305,"Alamogordo, NM",msa,NM,1403.9553,0.056447
8/1/2024,394305,"Alamogordo, NM",msa,NM,1405.8993,0.052945
9/1/2024,394305,"Alamogordo, NM",msa,NM,1392.4322,0.045109
10/1/2024,394305,"Alamogordo, NM",msa,NM,1365.8889,0.012365
1/1/2018,394306,"Albany, GA",msa,GA,622.6819,0.016369
2/1/2018,394306,"Albany, GA",msa,GA,624.0285,0.021952
3/1/2018,394306,"Albany, GA",msa,GA,622.0767,0.026337
4/1/2018,394306,"Albany, GA",msa,GA,621.1843,0.016138
5/1/2018,394306,"Albany, GA",msa,GA,622.0719,0.021744
6/1/2018,394306,"Albany, GA",msa,GA,623.7017,0.017087
7/1/2018,394306,"Albany, GA",msa,GA,626.6766,0.024349
8/1/2018,394306,"Albany, GA",msa,GA,630.6897,0.027405
9/1/2018,394306,"Albany, GA",msa,GA,633.8047,0.038566
10/1/2018,394306,"Albany, GA",msa,GA,640.933,0.054353
11/1/2018,394306,"Albany, GA",msa,GA,640.6976,0.051959
12/1/2018,394306,"Albany, GA",msa,GA,643.3352,0.041578
1/1/2019,394306,"Albany, GA",msa,GA,646.673,0.038529
2/1/2019,394306,"Albany, GA",msa,GA,653.0169,0.046454
3/1/2019,394306,"Albany, GA",msa,GA,655.8034,0.054216
4/1/2019,394306,"Albany, GA",msa,GA,652.1579,0.049862
5/1/2019,394306,"Albany, GA",msa,GA,653.816,0.05103
6/1/2019,394306,"Albany, GA",msa,GA,656.6114,0.052765
7/1/2019,394306,"Albany, GA",msa,GA,662.7331,0.057536
8/1/2019,394306,"Albany, GA",msa,GA,664.1759,0.053095
9/1/2019,394306,"Albany, GA",msa,GA,669.0167,0.055557
10/1/2019,394306,"Albany, GA",msa,GA,670.3869,0.045955
11/1/2019,394306,"Albany, GA",msa,GA,676.1315,0.055305
12/1/2019,394306,"Albany, GA",msa,GA,678.7766,0.05509
1/1/2020,394306,"Albany, GA",msa,GA,683.1349,0.056384
2/1/2020,394306,"Albany, GA",msa,GA,688.2791,0.053999
3/1/2020,394306,"Albany, GA",msa,GA,691.6193,0.054614
4/1/2020,394306,"Albany, GA",msa,GA,697.6329,0.06973
5/1/2020,394306,"Albany, GA",msa,GA,703.0221,0.07526
6/1/2020,394306,"Albany, GA",msa,GA,705.0766,0.073811
7/1/2020,394306,"Albany, GA",msa,GA,706.9303,0.066689
8/1/2020,394306,"Albany, GA",msa,GA,721.1669,0.085807
9/1/2020,394306,"Albany, GA",msa,GA,737.0243,0.101653
10/1/2020,394306,"Albany, GA",msa,GA,749.9566,0.118692
11/1/2020,394306,"Albany, GA",msa,GA,736.7813,0.089701
12/1/2020,394306,"Albany, GA",msa,GA,731.7935,0.078107
1/1/2021,394306,"Albany, GA",msa,GA,733.515,0.073748
2/1/2021,394306,"Albany, GA",msa,GA,739.8682,0.074954
3/1/2021,394306,"Albany, GA",msa,GA,755.1631,0.091877
4/1/2021,394306,"Albany, GA",msa,GA,766.6803,0.098974
5/1/2021,394306,"Albany, GA",msa,GA,786.7464,0.119092
6/1/2021,394306,"Albany, GA",msa,GA,791.6769,0.122824
7/1/2021,394306,"Albany, GA",msa,GA,802.4127,0.135066
8/1/2021,394306,"Albany, GA",msa,GA,816.1675,0.131732
9/1/2021,394306,"Albany, GA",msa,GA,811.8467,0.10152
10/1/2021,394306,"Albany, GA",msa,GA,825.1508,0.100265
11/1/2021,394306,"Albany, GA",msa,GA,828.9758,0.125132
12/1/2021,394306,"Albany, GA",msa,GA,853.9662,0.16695
1/1/2022,394306,"Albany, GA",msa,GA,852.6918,0.162474
2/1/2022,394306,"Albany, GA",msa,GA,857.0049,0.158321
3/1/2022,394306,"Albany, GA",msa,GA,858.5967,0.136969
4/1/2022,394306,"Albany, GA",msa,GA,874.3578,0.140446
5/1/2022,394306,"Albany, GA",msa,GA,888.5862,0.129444
6/1/2022,394306,"Albany, GA",msa,GA,897.9145,0.134193
7/1/2022,394306,"Albany, GA",msa,GA,896.8362,0.117675
8/1/2022,394306,"Albany, GA",msa,GA,901.1396,0.104111
9/1/2022,394306,"Albany, GA",msa,GA,910.5083,0.121527
10/1/2022,394306,"Albany, GA",msa,GA,912.2178,0.105517
11/1/2022,394306,"Albany, GA",msa,GA,907.7721,0.095053
12/1/2022,394306,"Albany, GA",msa,GA,898.2527,0.05186
1/1/2023,394306,"Albany, GA",msa,GA,900.5246,0.056096
2/1/2023,394306,"Albany, GA",msa,GA,899.6158,0.049721
3/1/2023,394306,"Albany, GA",msa,GA,911.5773,0.061706
4/1/2023,394306,"Albany, GA",msa,GA,921.3631,0.05376
5/1/2023,394306,"Albany, GA",msa,GA,929.8683,0.046458
6/1/2023,394306,"Albany, GA",msa,GA,934.4017,0.040635
7/1/2023,394306,"Albany, GA",msa,GA,926.1501,0.032686
8/1/2023,394306,"Albany, GA",msa,GA,933.3107,0.0357
9/1/2023,394306,"Albany, GA",msa,GA,944.2156,0.03702
10/1/2023,394306,"Albany, GA",msa,GA,958.4446,0.050675
11/1/2023,394306,"Albany, GA",msa,GA,965.4767,0.063567
12/1/2023,394306,"Albany, GA",msa,GA,962.3708,0.071381
1/1/2024,394306,"Albany, GA",msa,GA,971.5293,0.078848
2/1/2024,394306,"Albany, GA",msa,GA,963.0565,0.07052
3/1/2024,394306,"Albany, GA",msa,GA,966.4735,0.060221
4/1/2024,394306,"Albany, GA",msa,GA,976.4893,0.059831
5/1/2024,394306,"Albany, GA",msa,GA,991.3387,0.066107
6/1/2024,394306,"Albany, GA",msa,GA,994.8922,0.064737
7/1/2024,394306,"Albany, GA",msa,GA,982.1209,0.060434
8/1/2024,394306,"Albany, GA",msa,GA,991.182,0.062006
9/1/2024,394306,"Albany, GA",msa,GA,990.7792,0.049315
10/1/2024,394306,"Albany, GA",msa,GA,991.5301,0.03452
2/1/2022,394307,"Albany, OR",msa,OR,1295.6048,0.149281
3/1/2022,394307,"Albany, OR",msa,OR,1334.8832,0.170231
4/1/2022,394307,"Albany, OR",msa,OR,1349.3266,0.167445
5/1/2022,394307,"Albany, OR",msa,OR,1349.5522,0.152588
6/1/2022,394307,"Albany, OR",msa,OR,1365.7931,0.159174
7/1/2022,394307,"Albany, OR",msa,OR,1381.5924,0.13569
8/1/2022,394307,"Albany, OR",msa,OR,1412.0349,0.154091
9/1/2022,394307,"Albany, OR",msa,OR,1430.0334,0.139076
10/1/2022,394307,"Albany, OR",msa,OR,1443.2369,0.157578
11/1/2022,394307,"Albany, OR",msa,OR,1450.3742,0.126372
12/1/2022,394307,"Albany, OR",msa,OR,1439.0396,0.131544
1/1/2023,394307,"Albany, OR",msa,OR,1435.0236,0.103351
2/1/2023,394307,"Albany, OR",msa,OR,1456.6698,0.124316
3/1/2023,394307,"Albany, OR",msa,OR,1460.0474,0.093764
4/1/2023,394307,"Albany, OR",msa,OR,1472.0195,0.090929
5/1/2023,394307,"Albany, OR",msa,OR,1462.5672,0.083743
6/1/2023,394307,"Albany, OR",msa,OR,1458.8966,0.068168
7/1/2023,394307,"Albany, OR",msa,OR,1455.5173,0.053507
8/1/2023,394307,"Albany, OR",msa,OR,1466.8723,0.038836
9/1/2023,394307,"Albany, OR",msa,OR,1480.226,0.035099
10/1/2023,394307,"Albany, OR",msa,OR,1489.7723,0.032244
11/1/2023,394307,"Albany, OR",msa,OR,1483.3391,0.022729
12/1/2023,394307,"Albany, OR",msa,OR,1498.5036,0.041322
1/1/2024,394307,"Albany, OR",msa,OR,1505.3589,0.049013
2/1/2024,394307,"Albany, OR",msa,OR,1509.328,0.03615
3/1/2024,394307,"Albany, OR",msa,OR,1503.1252,0.029504
4/1/2024,394307,"Albany, OR",msa,OR,1495.4583,0.015923
5/1/2024,394307,"Albany, OR",msa,OR,1496.7679,0.023384
6/1/2024,394307,"Albany, OR",msa,OR,1492.9207,0.023322
7/1/2024,394307,"Albany, OR",msa,OR,1511.6173,0.038543
8/1/2024,394307,"Albany, OR",msa,OR,1531.5007,0.044059
9/1/2024,394307,"Albany, OR",msa,OR,1550.3109,0.047347
10/1/2024,394307,"Albany, OR",msa,OR,1559.227,0.046621
1/1/2016,394308,"Albany, NY",msa,NY,1067.9519,0.031574
2/1/2016,394308,"Albany, NY",msa,NY,1074.103,0.030723
3/1/2016,394308,"Albany, NY",msa,NY,1077.2011,0.02863
4/1/2016,394308,"Albany, NY",msa,NY,1080.996,0.032179
5/1/2016,394308,"Albany, NY",msa,NY,1082.3781,0.031917
6/1/2016,394308,"Albany, NY",msa,NY,1086.0416,0.030909
7/1/2016,394308,"Albany, NY",msa,NY,1089.2839,0.022347
8/1/2016,394308,"Albany, NY",msa,NY,1097.5572,0.02445
9/1/2016,394308,"Albany, NY",msa,NY,1103.4339,0.030232
10/1/2016,394308,"Albany, NY",msa,NY,1102.0694,0.045683
11/1/2016,394308,"Albany, NY",msa,NY,1088.1922,0.034631
12/1/2016,394308,"Albany, NY",msa,NY,1084.1315,0.026049
1/1/2017,394308,"Albany, NY",msa,NY,1082.6541,0.013767
2/1/2017,394308,"Albany, NY",msa,NY,1096.2752,0.020642
3/1/2017,394308,"Albany, NY",msa,NY,1097.2782,0.018638
4/1/2017,394308,"Albany, NY",msa,NY,1109.1822,0.026074
5/1/2017,394308,"Albany, NY",msa,NY,1116.2009,0.031249
6/1/2017,394308,"Albany, NY",msa,NY,1120.9389,0.032133
7/1/2017,394308,"Albany, NY",msa,NY,1123.7766,0.031666
8/1/2017,394308,"Albany, NY",msa,NY,1120.9788,0.02134
9/1/2017,394308,"Albany, NY",msa,NY,1120.5266,0.01549
10/1/2017,394308,"Albany, NY",msa,NY,1112.0967,0.009099
